index,coordinates,type,owner,troops,distance,resources,tribe,alliance,village,population
tile_40_-2,"(40, -2)",Unoccupied oasis,nature,,26.4,Clay,,,,
tile_40_-1,"(40, -1)",Wilderness,nature,,,,,,,
tile_40_0,"(40, 0)",Wilderness,nature,,,,,,,
tile_40_1,"(40, 1)",Occupied oasis,arthas,,25.1,Iron,Romans,R.E 4,arthas`s village,
tile_40_2,"(40, 2)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_3,"(40, 3)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_4,"(40, 4)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_5,"(40, 5)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_6,"(40, 6)",village,heman,,23.5,,Huns,TCC,,642.0
tile_40_7,"(40, 7)",Unoccupied oasis,nature,"[{'unit': 'Wild Boar', 'count': 1}]",23.3,Lumber,,,,
tile_40_8,"(40, 8)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_9,"(40, 9)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_10,"(40, 10)",Wilderness,nature,,,,,,,
tile_40_11,"(40, 11)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_12,"(40, 12)",Unoccupied oasis,nature,,23.0,Lumber,,,,
tile_40_13,"(40, 13)",Natars,Natars,,23.1,,Natars,,,63.0
tile_40_14,"(40, 14)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_15,"(40, 15)",Wilderness,nature,,,,,,,
tile_40_16,"(40, 16)",Unknown,Chapo,,23.5,,Egyptians,HUNTR,,224.0
tile_40_17,"(40, 17)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_18,"(40, 18)",Unknown,Executer19,,24.0,,Gauls,HUNTR,,86.0
tile_40_19,"(40, 19)",Occupied oasis,Executer19,,24.4,Clay,Gauls,HUNTR,01,
tile_40_20,"(40, 20)",Occupied oasis,Executer19,,24.7,Crop,Gauls,HUNTR,02,
tile_40_21,"(40, 21)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_22,"(40, 22)",Wilderness,nature,,,,,,,
tile_40_23,"(40, 23)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_24,"(40, 24)",Natars,Natars,,26.4,,Natars,,,266.0
tile_40_25,"(40, 25)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_26,"(40, 26)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_27,"(40, 27)",Wilderness,nature,,,,,,,
tile_40_28,"(40, 28)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_29,"(40, 29)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_30,"(40, 30)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_31,"(40, 31)",Wilderness,nature,,,,,,,
tile_40_32,"(40, 32)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_33,"(40, 33)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_34,"(40, 34)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_35,"(40, 35)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_36,"(40, 36)",Wilderness,nature,,,,,,,
tile_40_37,"(40, 37)",Wilderness,nature,,,,,,,
tile_40_38,"(40, 38)",Wilderness,nature,,,,,,,
tile_40_39,"(40, 39)",Unknown,3f3,,36.2,,Teutons,HNTR1,,278.0
tile_40_40,"(40, 40)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_41,"(40, 41)",village,Miccan,,37.8,,Gauls,,,12.0
tile_40_42,"(40, 42)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_43,"(40, 43)",Aliii-,Aliii-00,,39.4,,Egyptians,,,38.0
tile_40_44,"(40, 44)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_45,"(40, 45)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_40_46,"(40, 46)",Unknown,sgtkrles,,41.9,,Egyptians,TCC,,342.0
tile_40_47,"(40, 47)",Natars,Natars,,42.7,,Natars,,,86.0
tile_41_-52,"(41, -52)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-51,"(41, -51)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-50,"(41, -50)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-49,"(41, -49)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-48,"(41, -48)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-47,"(41, -47)",Unoccupied oasis,nature,,62.0,Crop,,,,
tile_41_-46,"(41, -46)",Occupied oasis,Sarukin,,61.1,Crop,Huns,SE,0 Túmulo de Herói,
tile_41_-45,"(41, -45)",Mahşer,Mahşer,,60.2,,Egyptians,,,88.0
tile_41_-44,"(41, -44)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-43,"(41, -43)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-42,"(41, -42)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-41,"(41, -41)",Wilderness,nature,,,,,,,
tile_41_-40,"(41, -40)",Wilderness,nature,,,,,,,
tile_41_-39,"(41, -39)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-38,"(41, -38)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-37,"(41, -37)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-36,"(41, -36)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-35,"(41, -35)",Wilderness,nature,,,,,,,
tile_41_-34,"(41, -34)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-33,"(41, -33)",Unoccupied oasis,nature,"[{'unit': 'Wild Boar', 'count': 2}]",49.2,Clay,,,,
tile_41_-32,"(41, -32)",Wilderness,nature,,,,,,,
tile_41_-31,"(41, -31)",Wilderness,nature,,,,,,,
tile_41_-30,"(41, -30)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-29,"(41, -29)",Wilderness,nature,,,,,,,
tile_41_-28,"(41, -28)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-27,"(41, -27)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-26,"(41, -26)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-25,"(41, -25)",Wilderness,nature,,,,,,,
tile_41_-24,"(41, -24)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-23,"(41, -23)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-22,"(41, -22)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-21,"(41, -21)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-20,"(41, -20)",Wilderness,nature,,,,,,,
tile_41_-19,"(41, -19)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-18,"(41, -18)",Unoccupied oasis,nature,,36.4,Lumber,,,,
tile_41_-17,"(41, -17)",Wilderness,nature,,,,,,,
tile_41_-16,"(41, -16)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-15,"(41, -15)",Unoccupied oasis,nature,,34.1,Lumber,,,,
tile_41_-14,"(41, -14)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-13,"(41, -13)",Wilderness,nature,,,,,,,
tile_41_-12,"(41, -12)",Small Sisi Town,Cookie Cool,,31.8,,Romans,HUNTR,,383.0
tile_41_-11,"(41, -11)",Wilderness,nature,,,,,,,
tile_41_-10,"(41, -10)",Occupied oasis,Cookie Cool,,30.4,Crop,Romans,HUNTR,Big Town,
tile_41_-9,"(41, -9)",WosSxI,WosSxI3d07,,29.7,,Huns,,,130.0
tile_41_-8,"(41, -8)",Wilderness,nature,,,,,,,
tile_41_-7,"(41, -7)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-6,"(41, -6)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-5,"(41, -5)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-4,"(41, -4)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-3,"(41, -3)",Denky,Denky,,26.1,,Romans,DarkW,,392.0
tile_41_-2,"(41, -2)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_-1,"(41, -1)",Wilderness,nature,,,,,,,
tile_41_0,"(41, 0)",Wilderness,nature,,,,,,,
tile_41_1,"(41, 1)",Wilderness,nature,,,,,,,
tile_41_2,"(41, 2)",village,arthas,,23.8,,Romans,R.E 4,,520.0
tile_41_3,"(41, 3)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_4,"(41, 4)",Anubis,Anubis,,23.1,,Egyptians,,,122.0
tile_41_5,"(41, 5)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_6,"(41, 6)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_7,"(41, 7)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_8,"(41, 8)",Unoccupied oasis,nature,,22.2,Clay,,,,
tile_41_9,"(41, 9)",Occupied oasis,Darth Maul,,22.1,"Clay,Crop",Teutons,TCC,Darth Maul faluja,
tile_41_10,"(41, 10)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_11,"(41, 11)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_12,"(41, 12)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_13,"(41, 13)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_14,"(41, 14)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_15,"(41, 15)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_16,"(41, 16)",Unknown,Chapo,,22.6,,Egyptians,HUNTR,,495.0
tile_41_17,"(41, 17)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_18,"(41, 18)",Natars,Natars,,23.1,,Natars,,,78.0
tile_41_19,"(41, 19)",Unknown,Executer19,,23.4,,Gauls,HUNTR,,213.0
tile_41_20,"(41, 20)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_21,"(41, 21)",-GooGle-,-GooGle-,,24.2,,Romans,,,181.0
tile_41_22,"(41, 22)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_23,"(41, 23)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_24,"(41, 24)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_25,"(41, 25)",Wilderness,nature,,,,,,,
tile_41_26,"(41, 26)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_27,"(41, 27)",الصاعق,الصاعق,,27.2,,Romans,BRIX,,527.0
tile_41_28,"(41, 28)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_29,"(41, 29)",village,ZppJyztT,,28.4,,Romans,,,43.0
tile_41_30,"(41, 30)",Wilderness,nature,,,,,,,
tile_41_31,"(41, 31)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_32,"(41, 32)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_33,"(41, 33)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_34,"(41, 34)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_35,"(41, 35)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_36,"(41, 36)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_37,"(41, 37)",Unoccupied oasis,nature,"[{'unit': 'Crocodile', 'count': 9}, {'unit': 'Tiger', 'count': 4}]",34.1,Crop,,,,
tile_41_38,"(41, 38)",village,3f3,,34.8,,Teutons,HNTR1,,225.0
tile_41_39,"(41, 39)",Mordor,defenster,,35.6,,Gauls,VKP,,217.0
tile_41_40,"(41, 40)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_41,"(41, 41)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_41_42,"(41, 42)",Wilderness,nature,,,,,,,
tile_41_43,"(41, 43)",Unoccupied oasis,nature,"[{'unit': 'Crocodile', 'count': 1}]",38.8,Clay,,,,
tile_41_44,"(41, 44)",Wilderness,nature,,,,,,,
tile_41_45,"(41, 45)",Unknown,jmecherelul,,40.5,,Teutons,HNTR1,,147.0
tile_41_46,"(41, 46)",village,العم,,41.3,,Teutons,,,28.0
tile_41_47,"(41, 47)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-52,"(42, -52)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-51,"(42, -51)",Beruang,jati123,,65.5,,Romans,A2,,357.0
tile_42_-50,"(42, -50)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-49,"(42, -49)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-48,"(42, -48)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-47,"(42, -47)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-46,"(42, -46)",Wilderness,nature,,,,,,,
tile_42_-45,"(42, -45)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 10}, {'unit': 'Snake', 'count': 4}, {'unit': 'Bear', 'count': 8}, {'unit': 'Tiger', 'count': 4}]",59.8,Crop,,,,
tile_42_-44,"(42, -44)",village,Nomi,,58.9,,Egyptians,,,11.0
tile_42_-43,"(42, -43)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-42,"(42, -42)",Occupied oasis,jati123,,57.0,"Clay,Crop",Romans,A2,Beruang1,
tile_42_-41,"(42, -41)",Wilderness,nature,,,,,,,
tile_42_-40,"(42, -40)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-39,"(42, -39)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-38,"(42, -38)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-37,"(42, -37)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-36,"(42, -36)",village,Hard,,51.5,,Romans,,,236.0
tile_42_-35,"(42, -35)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-34,"(42, -34)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-33,"(42, -33)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-32,"(42, -32)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-31,"(42, -31)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-30,"(42, -30)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-29,"(42, -29)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-28,"(42, -28)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-27,"(42, -27)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-26,"(42, -26)",village,Carlll,,42.5,,Gauls,,,278.0
tile_42_-25,"(42, -25)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-24,"(42, -24)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-23,"(42, -23)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-22,"(42, -22)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-21,"(42, -21)",h,cikaivan,,38.3,,Romans,SAVEZ,,357.0
tile_42_-20,"(42, -20)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-19,"(42, -19)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-18,"(42, -18)",Natars,picknick,,35.8,,Huns,SE,,558.0
tile_42_-17,"(42, -17)",Unoccupied oasis,nature,,35.0,Crop,,,,
tile_42_-16,"(42, -16)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-15,"(42, -15)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-14,"(42, -14)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-13,"(42, -13)",Wilderness,nature,,,,,,,
tile_42_-12,"(42, -12)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-11,"(42, -11)",Wilderness,nature,,,,,,,
tile_42_-10,"(42, -10)",Unoccupied oasis,nature,"[{'unit': 'Bear', 'count': 4}, {'unit': 'Tiger', 'count': 4}]",29.7,Crop,,,,
tile_42_-9,"(42, -9)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-8,"(42, -8)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-7,"(42, -7)",Unknown,0kwtqL,,27.7,,Huns,,,136.0
tile_42_-6,"(42, -6)",Wilderness,nature,,,,,,,
tile_42_-5,"(42, -5)",Wilderness,nature,,,,,,,
tile_42_-4,"(42, -4)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-3,"(42, -3)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-2,"(42, -2)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_-1,"(42, -1)",Wilderness,nature,,,,,,,
tile_42_0,"(42, 0)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_1,"(42, 1)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_2,"(42, 2)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_3,"(42, 3)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_4,"(42, 4)",MadCowAngel`s second,MadCowAngel,,22.1,,Gauls,RATT,,251.0
tile_42_5,"(42, 5)",Wilderness,nature,,,,,,,
tile_42_6,"(42, 6)",village,MadCowAngel,,21.6,,Gauls,RATT,,538.0
tile_42_7,"(42, 7)",Wilderness,nature,,,,,,,
tile_42_8,"(42, 8)",Unoccupied oasis,nature,,21.2,Clay,,,,
tile_42_9,"(42, 9)",Wilderness,nature,,,,,,,
tile_42_10,"(42, 10)",Wilderness,nature,,,,,,,
tile_42_11,"(42, 11)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_12,"(42, 12)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_13,"(42, 13)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_14,"(42, 14)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_15,"(42, 15)",Unoccupied oasis,nature,,21.4,Lumber,,,,
tile_42_16,"(42, 16)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_17,"(42, 17)",Unknown,Executer19,,21.8,,Gauls,HUNTR,,674.0
tile_42_18,"(42, 18)",Occupied oasis,Executer19,,22.1,"Clay,Crop",Gauls,HUNTR,02,
tile_42_19,"(42, 19)",Unknown,Executer19,,22.5,,Gauls,HUNTR,,720.0
tile_42_20,"(42, 20)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_21,"(42, 21)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_22,"(42, 22)",village,fab54,,23.7,,Gauls,DarkW,,365.0
tile_42_23,"(42, 23)",Wilderness,nature,,,,,,,
tile_42_24,"(42, 24)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_25,"(42, 25)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_26,"(42, 26)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_27,"(42, 27)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_28,"(42, 28)",Unknown,ReturnofGotoss,,27.0,,Teutons,HUNTR,,555.0
tile_42_29,"(42, 29)",Wilderness,nature,,,,,,,
tile_42_30,"(42, 30)",Unknown,ReturnofGotoss,,28.3,,Teutons,HUNTR,,695.0
tile_42_31,"(42, 31)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_32,"(42, 32)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_33,"(42, 33)",Wilderness,nature,,,,,,,
tile_42_34,"(42, 34)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_35,"(42, 35)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_36,"(42, 36)",Unoccupied oasis,nature,,32.6,Clay,,,,
tile_42_37,"(42, 37)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_38,"(42, 38)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_39,"(42, 39)",Wilderness,nature,,,,,,,
tile_42_40,"(42, 40)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_41,"(42, 41)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_42,"(42, 42)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_43,"(42, 43)",Unoccupied oasis,nature,,38.3,Clay,,,,
tile_42_44,"(42, 44)",Unoccupied oasis,nature,,39.1,Lumber,,,,
tile_42_45,"(42, 45)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_46,"(42, 46)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_42_47,"(42, 47)",Unknown,sgtkrles,,41.7,,Egyptians,TCC,,711.0
tile_43_-52,"(43, -52)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-51,"(43, -51)",Natars,Natars,,65.1,,Natars,,,155.0
tile_43_-50,"(43, -50)",Wilderness,nature,,,,,,,
tile_43_-49,"(43, -49)",Wilderness,nature,,,,,,,
tile_43_-48,"(43, -48)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-47,"(43, -47)",Wilderness,nature,,,,,,,
tile_43_-46,"(43, -46)",Wilderness,nature,,,,,,,
tile_43_-45,"(43, -45)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 21}, {'unit': 'Snake', 'count': 15}, {'unit': 'Bear', 'count': 12}, {'unit': 'Tiger', 'count': 9}]",59.5,Crop,,,,
tile_43_-44,"(43, -44)",Wilderness,nature,,,,,,,
tile_43_-43,"(43, -43)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-42,"(43, -42)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-41,"(43, -41)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-40,"(43, -40)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-39,"(43, -39)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-38,"(43, -38)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-37,"(43, -37)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-36,"(43, -36)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-35,"(43, -35)",Wilderness,nature,,,,,,,
tile_43_-34,"(43, -34)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-33,"(43, -33)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-32,"(43, -32)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-31,"(43, -31)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-30,"(43, -30)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-29,"(43, -29)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-28,"(43, -28)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-27,"(43, -27)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-26,"(43, -26)",Wilderness,nature,,,,,,,
tile_43_-25,"(43, -25)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-24,"(43, -24)",Wilderness,nature,,,,,,,
tile_43_-23,"(43, -23)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-22,"(43, -22)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-21,"(43, -21)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-20,"(43, -20)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-19,"(43, -19)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-18,"(43, -18)",Unoccupied oasis,nature,,35.2,Iron,,,,
tile_43_-17,"(43, -17)",Wilderness,nature,,,,,,,
tile_43_-16,"(43, -16)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-15,"(43, -15)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-14,"(43, -14)",Unoccupied oasis,nature,,32.0,"Iron,Crop",,,,
tile_43_-13,"(43, -13)",FastCrusher`s by,FastCrusher,,31.2,,Huns,,,12.0
tile_43_-12,"(43, -12)",Wilderness,nature,,,,,,,
tile_43_-11,"(43, -11)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-10,"(43, -10)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-9,"(43, -9)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 3}]",28.3,Iron,,,,
tile_43_-8,"(43, -8)",Wilderness,nature,,,,,,,
tile_43_-7,"(43, -7)",Unoccupied oasis,nature,,26.9,Lumber,,,,
tile_43_-6,"(43, -6)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_43_-5,"(43, -5)",Unknown,LoSeL,,25.6,,Gauls,LC,,698.0
